Store_Number,Store_Founded,Store_Type,Store_Size,Store_Location_Type,Item_Number,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Store_Sales_Value
STR049,1999,Supermarket,Medium,Tier 1,FDW36,11.15,Low Fat,0.057021156,Baking Goods,106.8622,2011.3818
STR027,1985,Cold Storage,Medium,Tier 3,NCZ30,,Low Fat,0.026058181,Household,121.9098,3374.2744
STR045,2002,Supermarket,Small,Tier 2,FDL09,19.6,Regular,0.12829573,Snack Foods,167.2816,2013.3792
STR017,2007,Supermarket,Small,Tier 2,FDE05,10.895,Regular,0.03263762,Frozen Foods,147.7102,1895.5326
STR017,2007,Supermarket,Small,Tier 2,DRO35,13.85,Low Fat,0.034765901,Hard Drinks,114.2492,1853.5872
STR017,2007,Supermarket,Small,Tier 2,FDN60,15.1,Low Fat,0.095696334,Baking Goods,159.7604,2693.8268
STR046,1997,Supermarket,Small,Tier 1,NCZ29,15,Low Fat,0.071371458,Health and Hygiene,125.2362,1384.1982
STR018,2009,Convenience,Medium,Tier 3,FDX08,12.85,Low Fat,0.022696131,Fruits and Vegetables,179.9318,2706.477
STR010,1998,Grocery Store,Small,Tier 3,FDZ16,16.85,Regular,0.267565911,Frozen Foods,194.1478,1162.4868
STR013,1987,Supermarket,High,Tier 3,DRL37,15.5,Low Fat,0.053327763,Soft Drinks,44.477,865.54
STR035,2004,Supermarket,Small,Tier 2,FDL21,15.85,Regular,0.007145063,Snack Foods,41.048,479.376
STR017,2007,Supermarket,Small,Tier 2,FDW10,21.2,Low Fat,0.071076055,Snack Foods,174.837,5469.547
STR035,2004,Supermarket,Small,Tier 2,FDB53,13.35,Low Fat,0.139426044,Frozen Foods,148.3392,3877.6192
STR035,2004,Supermarket,Small,Tier 2,DRM49,6.11,Regular,0.151925271,Soft Drinks,46.6086,624.5204
STR049,1999,Supermarket,Medium,Tier 1,NCD06,13,Low Fat,0.099479703,Household,44.906,652.484
STR027,1985,Cold Storage,Medium,Tier 3,FDN10,,Low Fat,0.045900448,Snack Foods,118.9124,2844.2976
STR019,1985,Grocery Store,Small,Tier 1,FDS13,,Low Fat,0.21799414,Canned,266.5884,1324.942
STR049,1999,Supermarket,Medium,Tier 1,FDH38,6.425,Low Fat,0.010454459,Canned,115.6808,1406.1696
STR027,1985,Cold Storage,Medium,Tier 3,FDY21,,Low Fat,0.172641213,Snack Foods,195.111,5303.097
STR045,2002,Supermarket,Small,Tier 2,FDT60,12,Low Fat,0.075701524,Baking Goods,124.6388,2105.2596
STR049,1999,Supermarket,Medium,Tier 1,DRZ24,7.535,Low Fat,0.081914677,Soft Drinks,120.344,3835.008
STR049,1999,Supermarket,Medium,Tier 1,FDW56,7.68,Low Fat,0.071010513,Fruits and Vegetables,190.9162,5195.2374
STR045,2002,Supermarket,Small,Tier 2,FDG57,14.7,Low Fat,0.072444983,Fruits and Vegetables,48.6034,194.4136
STR013,1987,Supermarket,High,Tier 3,FDY14,10.3,Low Fat,0.069981909,Dairy,263.0226,6079.4198
STR017,2007,Supermarket,Small,Tier 2,FDS19,13.8,Regular,0.06457046,Fruits and Vegetables,76.2012,1669.8264
STR035,2004,Supermarket,Small,Tier 2,FDX01,10.1,Low Fat,0.024159767,Canned,114.715,815.605
STR017,2007,Supermarket,Small,Tier 2,FDV32,7.785,Low Fat,0.089210159,Fruits and Vegetables,64.251,1328.271
STR017,2007,Supermarket,Small,Tier 2,DRI39,13.8,Low Fat,0.097611115,Dairy,54.893,679.116
STR018,2009,Convenience,Medium,Tier 3,NCU05,11.8,Low Fat,0.058975504,Health and Hygiene,81.7618,966.7416
STR017,2007,Supermarket,Small,Tier 2,NCA29,10.5,Low Fat,0.027430696,Household,171.1106,3593.3226
STR019,1985,Grocery Store,Small,Tier 1,FDO10,,Regular,0,Snack Foods,58.7588,400.8116
STR045,2002,Supermarket,Small,Tier 2,DRL47,19.7,Low Fat,0.038815341,Hard Drinks,124.2362,1887.543
STR019,1985,Grocery Store,Small,Tier 1,FDA50,,Low Fat,0.152632413,Dairy,98.441,96.541
STR027,1985,Cold Storage,Medium,Tier 3,FDU23,,Low Fat,0.021618297,Breads,167.1184,2476.776
STR018,2009,Convenience,Medium,Tier 3,FDR27,15.1,Regular,0.096491904,Meat,134.4942,1854.9188
STR017,2007,Supermarket,Small,Tier 2,DRH36,16.2,Low Fat,0.033568871,Soft Drinks,74.9696,2162.5184
STR013,1987,Supermarket,High,Tier 3,FDZ51,11.3,Regular,0.054507422,Meat,96.3094,666.4658
STR019,1985,Grocery Store,Small,Tier 1,FDQ40,,Regular,0.063079544,Frozen Foods,175.7712,351.5424
STR019,1985,Grocery Store,Small,Tier 1,FDB17,,Low Fat,0.064208126,Frozen Foods,180.1976,181.0976
STR017,2007,Supermarket,Small,Tier 2,FDQ16,19.7,Low Fat,0.041974489,Frozen Foods,108.6912,2183.824
STR017,2007,Supermarket,Small,Tier 2,FDG09,20.6,Regular,0.048207431,Fruits and Vegetables,188.0556,2065.3116
STR017,2007,Supermarket,Small,Tier 2,DRI59,9.5,Low Fat,0.041065647,Hard Drinks,223.5088,4697.8848
STR013,1987,Supermarket,High,Tier 3,FDH47,13.5,Regular,0.128709014,Starchy Foods,96.1068,1846.9292
STR046,1997,Supermarket,Small,Tier 1,FDA21,13.65,Low Fat,0.03596071,Snack Foods,186.3924,1665.8316
STR013,1987,Supermarket,High,Tier 3,NCO05,7.27,Low Fat,0.046520703,Health and Hygiene,97.7384,591.2304
STR019,1985,Grocery Store,Small,Tier 1,NCL31,,Low Fat,0.210596485,Others,144.747,143.147
STR017,2007,Supermarket,Small,Tier 2,NCH42,6.86,Low Fat,0.03674399,Household,231.201,6201.927
STR013,1987,Supermarket,High,Tier 3,FDG57,14.7,Low Fat,0.072238195,Fruits and Vegetables,47.5034,972.068
STR027,1985,Cold Storage,Medium,Tier 3,NCQ50,,Low Fat,0.034141213,Household,211.9218,3419.5488
STR045,2002,Supermarket,Small,Tier 2,FDK24,9.195,Low Fat,0.101500374,Baking Goods,45.2744,679.116
STR049,1999,Supermarket,Medium,Tier 1,DRG39,14.15,Low Fat,0.042246575,Dairy,54.2982,1104.5622
STR035,2004,Supermarket,Small,Tier 2,FDX46,12.3,Regular,0.058105769,Snack Foods,60.4562,1777.686
STR013,1987,Supermarket,High,Tier 3,FDY01,11.8,Regular,0.170141787,Canned,116.7834,2303.668
STR035,2004,Supermarket,Small,Tier 2,FDJ40,13.6,Regular,0.049579883,Frozen Foods,110.0912,1965.4416
STR049,1999,Supermarket,Medium,Tier 1,FDS01,11.6,Low Fat,0,Canned,178.2686,1955.4546
STR017,2007,Supermarket,Small,Tier 2,FDJ09,15,Low Fat,0.058725134,Snack Foods,43.6744,407.4696
STR049,1999,Supermarket,Medium,Tier 1,FDT49,7,Low Fat,0,Canned,105.628,1384.864
STR049,1999,Supermarket,Medium,Tier 1,FDW50,13.1,Low Fat,0.075695552,Dairy,168.4158,1504.0422
STR017,2007,Supermarket,Small,Tier 2,FDV39,11.3,Low Fat,0.007321067,Meat,197.7426,2570.6538
STR017,2007,Supermarket,Small,Tier 2,FDY36,12.3,Low Fat,0.009463757,Baking Goods,73.838,1245.046
STR013,1987,Supermarket,High,Tier 3,NCE18,10,Low Fat,0.021407511,Household,248.175,3495.45
STR019,1985,Grocery Store,Small,Tier 1,FDB05,,Low Fat,0.145669556,Frozen Foods,247.2776,743.0328
STR018,2009,Convenience,Medium,Tier 3,FDK14,6.98,Low Fat,0.041273236,Canned,82.4934,982.7208
STR046,1997,Supermarket,Small,Tier 1,FDP10,19,Low Fat,0.128090139,Snack Foods,107.0622,1376.2086
STR035,2004,Supermarket,Small,Tier 2,FDC45,17,Low Fat,0.135707553,Fruits and Vegetables,172.5106,2053.3272
STR035,2004,Supermarket,Small,Tier 2,FDS48,15.15,Low Fat,0.027774002,Baking Goods,152.3708,3159.8868
STR019,1985,Grocery Store,Small,Tier 1,FDX04,,Regular,0.07278643,Frozen Foods,49.4376,191.7504
STR027,1985,Cold Storage,Medium,Tier 3,FDQ20,,Low Fat,0.029640604,Fruits and Vegetables,40.8138,1543.3244
STR045,2002,Supermarket,Small,Tier 2,FDU13,8.355,Low Fat,0.187939003,Canned,146.9418,1029.9926
STR013,1987,Supermarket,High,Tier 3,NCR53,12.15,Low Fat,0.14492016,Health and Hygiene,224.4404,1800.3232
STR049,1999,Supermarket,Medium,Tier 1,FDN49,17.25,Regular,0.125419157,Breakfast,40.048,399.48
STR013,1987,Supermarket,High,Tier 3,FDR31,6.46,Regular,0.049121972,Fruits and Vegetables,144.6102,2916.204
STR027,1985,Cold Storage,Medium,Tier 3,DRI03,,Low Fat,0,Dairy,175.3028,3719.1588
STR046,1997,Supermarket,Small,Tier 1,FDL58,5.78,Regular,0.074149074,Snack Foods,262.2568,5273.136
STR013,1987,Supermarket,High,Tier 3,NCJ05,18.7,Low Fat,0.04604992,Health and Hygiene,151.9682,3354.3004
STR017,2007,Supermarket,Small,Tier 2,FDS10,19.2,Low Fat,0.035384612,Snack Foods,180.3318,3428.2042
STR027,1985,Cold Storage,Medium,Tier 3,FDK34,,Low Fat,0.038340116,Snack Foods,240.1564,7150.692
STR019,1985,Grocery Store,Small,Tier 1,FDW48,3.2,Low Fat,0.034411238,Baking Goods,81.8618,161.1236
STR027,1985,Cold Storage,Medium,Tier 3,FDE08,,Low Fat,0.049080853,Fruits and Vegetables,147.7734,4602.6754
STR027,1985,Cold Storage,Medium,Tier 3,NCH06,,Low Fat,0.076183667,Household,245.646,3695.19
STR018,2009,Convenience,Medium,Tier 3,FDV08,7.35,Low Fat,0.028711412,Fruits and Vegetables,39.9454,377.5086
STR046,1997,Supermarket,Small,Tier 1,FDQ15,20.35,Regular,0,Meat,81.6276,1787.0072
STR027,1985,Cold Storage,Medium,Tier 3,FDL56,,Low Fat,0.12517151,Fruits and Vegetables,88.9198,3139.9128
STR046,1997,Supermarket,Small,Tier 1,DRC12,17.85,Low Fat,0.037826873,Soft Drinks,189.7188,2285.0256
STR013,1987,Supermarket,High,Tier 3,FDX49,4.615,Regular,0.101747034,Canned,231.33,4660.6
STR035,2004,Supermarket,Small,Tier 2,FDJ09,15,Low Fat,0,Snack Foods,47.2744,679.116
STR027,1985,Cold Storage,Medium,Tier 3,FDN23,,Regular,0.075142108,Breads,145.8444,3773.7544
STR018,2009,Convenience,Medium,Tier 3,DRD01,12.1,Regular,0.061424738,Soft Drinks,56.7614,1049.9666
STR045,2002,Supermarket,Small,Tier 2,FDS43,11.65,Low Fat,0.040597054,Fruits and Vegetables,187.324,1864.24
STR019,1985,Grocery Store,Small,Tier 1,FDY48,3.2,Low Fat,0.041556697,Baking Goods,104.4332,307.5996
STR010,1998,Grocery Store,Small,Tier 3,FDU12,15.5,Regular,0.126791761,Baking Goods,262.1568,527.3136
STR046,1997,Supermarket,Small,Tier 1,FDX33,9.195,Regular,0.117484834,Snack Foods,158.5578,2406.867
STR018,2009,Convenience,Medium,Tier 3,FDH45,15.1,Regular,0.106097275,Fruits and Vegetables,43.2796,123.8388
STR013,1987,Supermarket,High,Tier 3,FDJ10,5.095,Regular,0.129395895,Snack Foods,140.3838,1826.2894
STR018,2009,Convenience,Medium,Tier 3,FDX32,15.1,Regular,0.100265027,Fruits and Vegetables,142.5786,3323.0078
STR049,1999,Supermarket,Medium,Tier 1,DRG51,12.1,Low Fat,0.011557563,Dairy,165.3526,3453.5046
STR018,2009,Convenience,Medium,Tier 3,NCB31,6.235,Low Fat,0.119157788,Household,263.791,2103.928
STR010,1998,Grocery Store,Small,Tier 3,FDW47,15,Low Fat,0.077622622,Breads,121.8414,243.6828
STR027,1985,Cold Storage,Medium,Tier 3,FDT20,,Low Fat,0.041194986,Fruits and Vegetables,39.1164,1235.7248
STR046,1997,Supermarket,Small,Tier 1,FDI34,10.65,Regular,0.085135953,Snack Foods,232.3668,3685.8688
STR010,1998,Grocery Store,Small,Tier 3,FDH56,9.8,Regular,0.106816919,Fruits and Vegetables,114.2492,463.3968
STR013,1987,Supermarket,High,Tier 3,DRJ47,18.25,Low Fat,0.04421348,Hard Drinks,173.408,1038.648
STR027,1985,Cold Storage,Medium,Tier 3,FDP04,,Low Fat,0.013745883,Frozen Foods,62.0168,1534.0032
STR049,1999,Supermarket,Medium,Tier 1,NCZ06,19.6,Low Fat,0.094308058,Household,251.8698,3551.3772
STR045,2002,Supermarket,Small,Tier 2,FDY37,17,Regular,0.026622757,Canned,144.247,3149.234
STR049,1999,Supermarket,Medium,Tier 1,FDO46,9.6,Regular,0.014234595,Snack Foods,190.2872,4727.18
STR049,1999,Supermarket,Medium,Tier 1,FDI10,8.51,Regular,0.078526225,Snack Foods,173.5422,5000.8238
STR018,2009,Convenience,Medium,Tier 3,NCT42,5.88,Low Fat,0.0249887,Household,150.3392,447.4176
STR018,2009,Convenience,Medium,Tier 3,FDE29,8.905,Low Fat,0.143712172,Frozen Foods,60.2878,1151.1682
STR027,1985,Cold Storage,Medium,Tier 3,FDQ11,,Regular,0.067373081,Breads,258.8988,3083.9856
STR013,1987,Supermarket,High,Tier 3,FDS20,8.85,Low Fat,0.053822086,Fruits and Vegetables,183.8292,2554.0088
STR018,2009,Convenience,Medium,Tier 3,FDR26,20.7,Low Fat,0.043011277,Dairy,177.2028,3364.9532
STR019,1985,Grocery Store,Small,Tier 1,NCH43,,Low Fat,0.123557061,Household,216.6192,215.7192
STR018,2009,Convenience,Medium,Tier 3,FDO25,6.3,Low Fat,0.127968205,Canned,209.627,3984.813
STR018,2009,Convenience,Medium,Tier 3,FDB40,17.5,Regular,0.007570599,Dairy,144.6102,2187.153
STR019,1985,Grocery Store,Small,Tier 1,FDB14,,Regular,0,Canned,92.312,372.848
STR035,2004,Supermarket,Small,Tier 2,FDW23,5.765,Low Fat,0.081996785,Baking Goods,40.1164,540.6296
STR018,2009,Convenience,Medium,Tier 3,FDZ23,17.75,Regular,0.067777778,Baking Goods,186.924,3169.208
STR017,2007,Supermarket,Small,Tier 2,FDX35,5.035,Regular,0.080362549,Breads,229.0036,4326.3684
STR046,1997,Supermarket,Small,Tier 1,FDX24,8.355,Low Fat,0.013929059,Baking Goods,94.1462,2221.1088
STR017,2007,Supermarket,Small,Tier 2,DRG15,6.13,Low Fat,0.077169953,Dairy,63.0536,1225.072
STR046,1997,Supermarket,Small,Tier 1,FDY60,10.5,Regular,0.067777778,Baking Goods,143.3128,1438.128
STR018,2009,Convenience,Medium,Tier 3,FDK02,12.5,Low Fat,0.112681821,Canned,119.144,3235.788
STR027,1985,Cold Storage,Medium,Tier 3,FDK24,3.2,Low Fat,0.10080442,Baking Goods,45.4744,1041.3112
STR035,2004,Supermarket,Small,Tier 2,NCA05,20.75,Low Fat,0.02512588,Health and Hygiene,150.4734,890.8404
STR027,1985,Cold Storage,Medium,Tier 3,FDN33,,Regular,0.122519571,Snack Foods,93.0436,2363.59
STR017,2007,Supermarket,Small,Tier 2,FDA09,13.35,Regular,0.15021128,Snack Foods,179.066,2696.49
STR035,2004,Supermarket,Small,Tier 2,FDK50,7.96,Low Fat,0.028357839,Canned,163.2894,4530.1032
STR017,2007,Supermarket,Small,Tier 2,NCE55,8.92,Low Fat,0.130663423,Household,175.237,2117.244
STR049,1999,Supermarket,Medium,Tier 1,FDG12,6.635,Regular,0.006335942,Baking Goods,121.8098,2048.6666
STR013,1987,Supermarket,High,Tier 3,FDC37,15.5,Low Fat,0.032845997,Baking Goods,106.7938,3215.814
STR046,1997,Supermarket,Small,Tier 1,DRG15,6.13,Low Fat,0.076735903,Dairy,62.4536,1225.072
STR046,1997,Supermarket,Small,Tier 1,FDQ58,7.315,Low Fat,0.01530184,Snack Foods,154.434,1378.206
STR010,1998,Grocery Store,Small,Tier 3,FDQ51,16,Regular,0.029377239,Meat,46.1718,94.5436
STR010,1998,Grocery Store,Small,Tier 3,FDR46,16.85,Low Fat,0.233356571,Snack Foods,146.576,439.428
STR018,2009,Convenience,Medium,Tier 3,FDC50,15.85,Low Fat,0.137053947,Canned,94.4094,1047.3034
STR046,1997,Supermarket,Small,Tier 1,FDJ09,15,Low Fat,0,Snack Foods,43.4744,543.2928
STR035,2004,Supermarket,Small,Tier 2,NCC18,19.1,Low Fat,0.177236497,Household,172.3422,2586.633
STR013,1987,Supermarket,High,Tier 3,FDL04,19,Low Fat,0.111830282,Frozen Foods,105.4622,952.7598
STR049,1999,Supermarket,Medium,Tier 1,FDH48,13.5,Low Fat,0.006335942,Baking Goods,84.654,1211.756
STR049,1999,Supermarket,Medium,Tier 1,FDD38,16.75,Regular,0.008204465,Canned,99.8674,2342.9502
STR027,1985,Cold Storage,Medium,Tier 3,FDT47,,Regular,0.02439015,Breads,95.9068,3207.8244
STR045,2002,Supermarket,Small,Tier 2,FDE41,9.195,Regular,0.064143995,Frozen Foods,85.9566,1691.132
STR017,2007,Supermarket,Small,Tier 2,FDH19,19.35,Low Fat,0.033275634,Meat,173.8738,2432.8332
STR017,2007,Supermarket,Small,Tier 2,FDW26,11.8,Regular,0.107662745,Dairy,224.1772,2890.9036
STR017,2007,Supermarket,Small,Tier 2,FDW35,10.6,Low Fat,0.01115195,Breads,40.6454,167.7816
STR045,2002,Supermarket,Small,Tier 2,FDQ55,13.65,Regular,0.013064516,Fruits and Vegetables,115.5834,1382.2008
STR049,1999,Supermarket,Medium,Tier 1,FDV22,14.85,Regular,0.009954237,Snack Foods,158.263,2659.871
STR019,1985,Grocery Store,Small,Tier 1,NCN29,,Low Fat,0.021214364,Health and Hygiene,48.2034,97.2068
STR035,2004,Supermarket,Small,Tier 2,FDQ26,13.5,Regular,0.067859568,Dairy,60.1562,1599.9174
STR045,2002,Supermarket,Small,Tier 2,FDV24,5.635,Low Fat,0.103481775,Baking Goods,150.005,1797.66
STR017,2007,Supermarket,Small,Tier 2,FDG50,7.405,Low Fat,0.015358176,Canned,92.4146,1459.4336
STR019,1985,Grocery Store,Small,Tier 1,NCF42,,Low Fat,0.293066133,Household,177.0712,351.5424
STR017,2007,Supermarket,Small,Tier 2,FDT46,11.35,Low Fat,0.030981392,Snack Foods,51.9008,708.4112
STR027,1985,Cold Storage,Medium,Tier 3,DRE49,,Low Fat,0,Soft Drinks,153.8024,7741.9224
STR045,2002,Supermarket,Small,Tier 2,FDV56,16.1,Regular,0.013623294,Fruits and Vegetables,109.3596,1186.4556
STR018,2009,Convenience,Medium,Tier 3,FDD32,17.7,Regular,0.041098734,Fruits and Vegetables,80.9276,487.3656
STR035,2004,Supermarket,Small,Tier 2,NCN19,13.1,Low Fat,0.01209726,Others,188.853,3225.801
STR013,1987,Supermarket,High,Tier 3,FDQ48,14.3,Regular,0.034382602,Baking Goods,96.5726,2251.0698
STR027,1985,Cold Storage,Medium,Tier 3,FDW34,,Low Fat,0.035406842,Snack Foods,244.317,8262.578
STR045,2002,Supermarket,Small,Tier 2,NCS38,8.6,Low Fat,0.090374342,Household,114.3176,1946.7992
STR018,2009,Convenience,Medium,Tier 3,FDL58,5.78,Regular,0.074451126,Snack Foods,264.5568,6327.7632
STR045,2002,Supermarket,Small,Tier 2,FDY59,8.195,Low Fat,0.031467128,Baking Goods,91.8462,2313.655
STR046,1997,Supermarket,Small,Tier 1,FDZ03,13.65,Regular,0.078786674,Dairy,184.824,3355.632
STR045,2002,Supermarket,Small,Tier 2,FDP60,17.35,Low Fat,0.056032247,Baking Goods,102.3016,1619.2256
STR046,1997,Supermarket,Small,Tier 1,NCI30,20.25,Low Fat,0.058935522,Household,246.646,2463.46
STR019,1985,Grocery Store,Small,Tier 1,FDO03,,Regular,0.064577332,Meat,230.5352,687.1056
STR046,1997,Supermarket,Small,Tier 1,FDZ20,16.1,Low Fat,0.034306962,Fruits and Vegetables,252.3356,3815.034
STR027,1985,Cold Storage,Medium,Tier 3,FDQ31,,Regular,0.053586458,Fruits and Vegetables,89.7856,966.7416
STR018,2009,Convenience,Medium,Tier 3,FDY03,17.6,Regular,0.076431919,Meat,113.2202,2025.3636
STR045,2002,Supermarket,Small,Tier 2,FDW45,18,Low Fat,0.039090105,Snack Foods,148.4418,4119.9704
STR010,1998,Grocery Store,Small,Tier 3,NCO41,12.5,Low Fat,0.031549131,Health and Hygiene,99.0384,197.0768
STR013,1987,Supermarket,High,Tier 3,FDK16,9.065,Low Fat,0.115233813,Frozen Foods,94.4094,2856.282
STR035,2004,Supermarket,Small,Tier 2,FDZ16,16.85,Regular,0.159825617,Frozen Foods,195.5478,4262.4516
STR017,2007,Supermarket,Small,Tier 2,NCD18,16,Low Fat,0.073080167,Household,228.4668,2534.0348
STR013,1987,Supermarket,High,Tier 3,FDF52,9.3,Low Fat,0.066727717,Frozen Foods,181.6292,2371.5796
STR035,2004,Supermarket,Small,Tier 2,FDF09,6.215,Low Fat,0.012146608,Fruits and Vegetables,37.9848,782.9808
STR017,2007,Supermarket,Small,Tier 2,FDW43,20.1,Regular,0.022552083,Fruits and Vegetables,226.6036,6831.108
STR017,2007,Supermarket,Small,Tier 2,FDU19,8.77,Regular,0.047036036,Fruits and Vegetables,170.5422,2759.0752
STR035,2004,Supermarket,Small,Tier 2,FDA50,16.25,Low Fat,0.087158654,Dairy,95.141,2220.443
STR013,1987,Supermarket,High,Tier 3,FDS48,15.15,Low Fat,0.027756137,Baking Goods,150.4708,2106.5912
STR013,1987,Supermarket,High,Tier 3,NCH07,13.15,Low Fat,0.092589917,Household,159.5604,1901.5248
STR013,1987,Supermarket,High,Tier 3,NCK54,12.15,Low Fat,0,Household,117.615,1514.695
STR019,1985,Grocery Store,Small,Tier 1,FDD53,,Low Fat,0.077427883,Frozen Foods,41.8454,41.9454
STR035,2004,Supermarket,Small,Tier 2,FDV58,20.85,Low Fat,0.121227447,Snack Foods,197.5452,4306.3944
STR035,2004,Supermarket,Small,Tier 2,FDI08,18.2,Regular,0.066284519,Fruits and Vegetables,247.2092,3486.1288
STR018,2009,Convenience,Medium,Tier 3,FDD08,8.3,Low Fat,0.03549838,Fruits and Vegetables,36.6506,455.4072
STR045,2002,Supermarket,Small,Tier 2,FDX34,6.195,Low Fat,0.072131519,Snack Foods,120.1098,2892.2352
STR045,2002,Supermarket,Small,Tier 2,FDX55,15.1,Low Fat,0,Fruits and Vegetables,216.4166,2830.3158
STR045,2002,Supermarket,Small,Tier 2,NCS05,11.5,Low Fat,0.021020616,Health and Hygiene,130.7942,2782.3782
STR035,2004,Supermarket,Small,Tier 2,FDL04,19,Low Fat,0.111902259,Frozen Foods,105.4622,1905.5196
STR018,2009,Convenience,Medium,Tier 3,FDJ53,10.5,Low Fat,0.071548187,Frozen Foods,120.2098,602.549
STR049,1999,Supermarket,Medium,Tier 1,FDB47,8.8,Low Fat,0.071540443,Snack Foods,210.6612,2508.7344
STR019,1985,Grocery Store,Small,Tier 1,NCS29,,Low Fat,0.121765124,Health and Hygiene,264.1884,264.9884
STR045,2002,Supermarket,Small,Tier 2,FDB33,17.75,Low Fat,0.014609738,Fruits and Vegetables,160.4262,3182.524
STR019,1985,Grocery Store,Small,Tier 1,FDL52,,Regular,0.080697998,Frozen Foods,39.8506,37.9506
STR035,2004,Supermarket,Small,Tier 2,FDB03,17.75,Regular,0.156802171,Dairy,242.1538,4326.3684
STR035,2004,Supermarket,Small,Tier 2,FDW20,20.75,Low Fat,0.024144862,Fruits and Vegetables,123.373,2093.941
STR018,2009,Convenience,Medium,Tier 3,FDT10,16.7,Regular,0.062297249,Snack Foods,60.6562,592.562
STR027,1985,Cold Storage,Medium,Tier 3,FDK04,,Low Fat,0.052058711,Frozen Foods,55.5588,1145.176
STR045,2002,Supermarket,Small,Tier 2,NCL07,13.85,Low Fat,0.031402114,Others,40.248,319.584
STR046,1997,Supermarket,Small,Tier 1,FDZ31,15.35,Regular,0.113217223,Fruits and Vegetables,191.1504,1725.7536
STR035,2004,Supermarket,Small,Tier 2,FDE45,12.1,Low Fat,0,Fruits and Vegetables,177.3002,3044.7034
STR018,2009,Convenience,Medium,Tier 3,NCK54,12.15,Low Fat,0,Household,118.515,1398.18
STR019,1985,Grocery Store,Small,Tier 1,DRE15,,Low Fat,0.031139933,Dairy,74.8012,303.6048
STR035,2004,Supermarket,Small,Tier 2,NCQ38,16.35,Low Fat,0.013363902,Others,106.128,1917.504
STR027,1985,Cold Storage,Medium,Tier 3,FDB08,,Low Fat,0.030952737,Fruits and Vegetables,160.1578,3048.6982
STR018,2009,Convenience,Medium,Tier 3,DRF49,7.27,Low Fat,0.07136748,Soft Drinks,111.8518,2277.036
STR049,1999,Supermarket,Medium,Tier 1,DRC27,13.8,Low Fat,0.058192802,Dairy,246.9802,5896.3248
STR049,1999,Supermarket,Medium,Tier 1,FDB37,20.25,Regular,0.022976493,Baking Goods,240.3538,4086.0146
STR046,1997,Supermarket,Small,Tier 1,FDS35,9.3,Low Fat,0.111220521,Breads,65.7826,968.739
STR049,1999,Supermarket,Medium,Tier 1,FDE47,14.15,Low Fat,0.037967687,Starchy Foods,125.6046,1618.5598
STR027,1985,Cold Storage,Medium,Tier 3,NCT53,,Low Fat,0,Health and Hygiene,164.5526,2302.3364
STR046,1997,Supermarket,Small,Tier 1,FDL14,8.115,Regular,0.032158866,Canned,154.8972,1713.7692
STR019,1985,Grocery Store,Small,Tier 1,FDP21,,Regular,0.045068892,Snack Foods,190.8872,945.436
STR045,2002,Supermarket,Small,Tier 2,NCV54,11.1,Low Fat,0.033176087,Household,120.1124,1896.1984
STR035,2004,Supermarket,Small,Tier 2,NCO41,12.5,Low Fat,0.018845298,Health and Hygiene,96.7384,2759.0752
STR035,2004,Supermarket,Small,Tier 2,FDQ59,9.8,Regular,0.056375879,Breads,84.6908,1006.6896
STR018,2009,Convenience,Medium,Tier 3,FDQ01,19.7,Regular,0.161356273,Canned,253.1014,2805.0154
STR017,2007,Supermarket,Small,Tier 2,FDQ48,14.3,Regular,0.034605882,Baking Goods,95.9726,2153.1972
STR049,1999,Supermarket,Medium,Tier 1,FDP09,19.75,Low Fat,0.033942546,Snack Foods,213.5902,4460.1942
STR013,1987,Supermarket,High,Tier 3,FDK55,18.5,Low Fat,0.025740259,Meat,89.4172,1605.9096
STR027,1985,Cold Storage,Medium,Tier 3,NCJ43,,Low Fat,0.026938317,Household,174.1396,4012.1108
STR035,2004,Supermarket,Small,Tier 2,FDI07,12.35,Regular,0.033754478,Meat,199.0426,3361.6242
STR027,1985,Cold Storage,Medium,Tier 3,NCW41,,Low Fat,0.015375557,Health and Hygiene,156.9604,4278.4308
STR049,1999,Supermarket,Medium,Tier 1,FDG33,5.365,Regular,0.140458316,Seafood,169.7764,3263.7516
STR027,1985,Cold Storage,Medium,Tier 3,NCO05,,Low Fat,0.046333982,Health and Hygiene,97.2384,2660.5368
STR035,2004,Supermarket,Small,Tier 2,FDH53,20.5,Regular,0,Frozen Foods,82.8592,908.1512
STR046,1997,Supermarket,Small,Tier 1,FDR49,8.71,Low Fat,0.139228412,Canned,49.5376,1198.44
STR027,1985,Cold Storage,Medium,Tier 3,FDF33,,Low Fat,0,Seafood,109.4596,1833.6132
STR017,2007,Supermarket,Small,Tier 2,FDQ51,16,Regular,0,Meat,48.1718,756.3488
STR013,1987,Supermarket,High,Tier 3,FDZ38,17.6,Low Fat,0.00799436,Dairy,171.6422,3793.7284
STR045,2002,Supermarket,Small,Tier 2,FDV52,20.7,Regular,0.121767168,Frozen Foods,118.9466,353.5398
STR035,2004,Supermarket,Small,Tier 2,FDM50,13,Regular,0.030083482,Canned,61.922,1557.972
STR017,2007,Supermarket,Small,Tier 2,FDV60,20.2,Regular,0.118025091,Baking Goods,195.811,2553.343
STR013,1987,Supermarket,High,Tier 3,FDG60,20.35,Low Fat,0.060649213,Baking Goods,232.7616,2812.3392
